dimension,group,horizon,rows,rmse,mae,bias,pearson,rank_ic,prediction_mean,prediction_std,target_mean,target_std,accuracy,balanced_accuracy,mcc,auc,target_up_rate,prediction_up_rate
date,2026-01-06,60,45678,0.013115334255565363,0.008114375787646655,-0.0019620829852462288,-0.06290812590885139,-0.009605431367579262,-0.00032343397719817457,0.00045081319624920145,0.001638649008048054,0.012931570538944436,0.49419572454879973,0.5035293254306499,0.00979838852901698,0.49829844836293036,0.5134483967057999,0.15307955142807078
date,2026-01-06,120,45475,0.018143947588148603,0.011902804428659985,-0.0030936192981187976,-0.047911246489578195,0.012473886723589333,-0.00039447805999062437,0.0012564236357336194,0.002699141238128173,0.017773966376948187,0.5103706147586056,0.5124298364436397,0.024944372765724008,0.5124841241755872,0.5218519740459694,0.4534257120862202
date,2026-01-06,240,46075,0.025271268910009307,0.01736049753647233,-0.005071344768018584,-0.028350697302291644,0.017790263591587453,-0.0008105486291369733,0.0026178228460753436,0.004260796138881611,0.024544292321535092,0.5035057633446935,0.5043723428403806,0.008749365384673474,0.5147713462149927,0.5178110143920811,0.47582868430763886
date,2026-01-06,480,45563,0.03732907478972796,0.024299365342761257,-0.01144082203149675,-0.05589825111609278,-0.015678411294359536,0.0002370728629499604,0.004628625642771973,0.011677894894446709,0.03497208089605535,0.5353513181289373,0.5052690784428611,0.01059617146056884,0.5163986953896178,0.6181267423228044,0.6285751915183178
date,2026-01-07,5,45673,0.004125964615800101,0.002418880124246512,-0.00022540616220740632,-0.004026272316909982,0.0049351083988485945,-0.00014554067598020675,4.39170244934893e-05,7.986548622719958e-05,0.004119392014653087,0.5185697049468027,0.5000049876652869,0.0001853139574130222,0.495391307641508,0.4814083580125041,0.0007239223428759461
date,2026-01-07,15,45580,0.007157661786753228,0.004320294614196361,-0.000282425426895032,-0.007559463651526602,0.015527589936861515,-0.0002367265932858068,0.00017065879097489086,4.5698833609225236e-05,0.007148761335585996,0.5447116968698518,0.4999816976867382,-0.000408118079960769,0.5011605581185798,0.45509060955518943,0.00199890170236134
date,2026-01-07,30,45465,0.009916615024493097,0.0062259864406435566,-0.0004028333302403244,-0.006912478441391765,0.02764016849129682,-0.000303061562931174,0.0002634664053336345,9.977176730915039e-05,0.009903105226090949,0.5534204965662969,0.500497442415975,0.0044976749711894476,0.5053589631923106,0.4457430885719317,0.01223807008276105
date,2026-01-07,60,45287,0.013176778473077038,0.008485696618387661,-0.0010140320839973984,-0.023699553463707116,0.015795200656358616,-0.00038115273931560125,0.0004879630289001033,0.0006328793446817972,0.01311707806222602,0.5331580807634532,0.503271846896545,0.009919678717831787,0.49854126480092087,0.4603030838561456,0.1233100645047274
date,2026-01-07,120,45145,0.018051145816410135,0.011880703707366986,-0.002903224499782233,-0.05117089006666854,0.01001967344676474,-0.0005836820681817683,0.0013247583690322053,0.002319542431600465,0.01769916800183895,0.5000443085648456,0.5015894853812,0.0032657617194474984,0.5020460442049353,0.5067349018565289,0.38530727989720415
date,2026-01-07,240,45374,0.02554597818113379,0.01686982513980252,-0.007448418270976118,-0.06610568527535537,0.004267685430066601,-0.0011900584209125302,0.002720714546498294,0.006258359850063588,0.02410487561729115,0.5008157326160766,0.5193128473108507,0.03852059199919758,0.5265500515198264,0.5977776797918779,0.409189117685965
date,2026-01-07,480,45326,0.04205585222130604,0.027014262964037025,-0.016910694453613796,-0.11939030671026182,-0.05360092686379519,-0.0004477742291021203,0.0048410953251976085,0.016462920224511676,0.03762700641472841,0.5519075042474791,0.5243413973107385,0.045260873328367715,0.5271705390613948,0.6983076278105073,0.5791575649257519
date,2026-01-08,5,45544,0.0039186122996932166,0.002316996111070628,-0.0003581408896557806,0.004490512340061066,0.060318836584988066,-0.00014280835465500612,4.425287412884472e-05,0.00021533253500077447,0.003902159658564044,0.49649165255262523,0.5002543402672944,0.007125166485292329,0.5307889619976075,0.5037722983525065,0.0012757627081362868
date,2026-01-08,15,45441,0.006988198436349279,0.004115884906860696,-0.0009074383694624541,-0.015093000333305634,0.07227496872263572,-0.00022748164151176428,0.00016604122528384853,0.0006799567279506898,0.006924535846870898,0.48035348304206976,0.5005368628965633,0.007847879516595189,0.5429348269953036,0.5203737576305176,0.004694007977609802
date,2026-01-08,30,45307,0.009677440038019139,0.005796665841073612,-0.001497678324955018,-0.0348242598796127,0.08158570412684459,-0.0002885400397163549,0.00025101384698256526,0.0012091382852386634,0.009548814476401019,0.48661601660850745,0.5036709995325145,0.02424049167408371,0.5487596357344482,0.5178894827510049,0.023455099606873094
date,2026-01-08,60,45096,0.013501974060851534,0.008339258269665865,-0.00296141742646314,-0.05634285898029369,0.06917462426236289,-0.00034369797500362706,0.0004558833864898646,0.002617719451459513,0.013139652827037515,0.4835947378929388,0.521171149059341,0.057960697728285285,0.5562991498423627,0.5542959824300641,0.1562659449386605
date,2026-01-08,120,44944,0.018465002029561178,0.012135564329365113,-0.005008197192999079,-0.09900176172535284,-0.007636651736097638,-0.00046493407117698587,0.0012341055662371766,0.004543263121822093,0.017608195648772078,0.5006120223443794,0.5186998734918069,0.03735791777636525,0.5256739736313852,0.5947744419468988,0.4081187545901676
date,2026-01-08,240,45505,0.026177244265522787,0.017227868044531486,-0.00932052428258546,-0.12926847496702365,-0.05068805584954158,-0.0009603498012475025,0.002585013169463733,0.008360174481337957,0.023992888324345492,0.49206488767749595,0.5116172820184239,0.022644124131622985,0.5112134160215502,0.6317316569217919,0.42884776014419485
date,2026-01-08,480,44369,0.0478234913945076,0.03238809733052577,-0.023264015707193553,-0.1713948406200109,-0.10158994334267989,0.0001016420608830512,0.004555055578952533,0.023365657768076604,0.040761228237277444,0.5554128068158767,0.5090794613942435,0.015735748189414728,0.5120279383758615,0.7622557306105889,0.5930984740911037
date,2026-01-09,5,45597,0.004044688172446587,0.0023891578734968433,-0.00038969497537337663,-0.02202922504988628,0.012600516592523543,-0.00014319002956916237,4.2993858453868226e-05,0.00024650494580421423,0.0040246947732304585,0.4904951321890864,0.5000596415717212,0.003284849542357867,0.5077845450666295,0.5095707975298333,0.00032964859459815835
date,2026-01-09,15,45488,0.007622416487967618,0.004404281309577488,-0.0010662231404835827,-0.05489282821016769,-0.011783333165496531,-0.00022215119685856574,0.0001636914511647851,0.0008440719436250169,0.007536721052677223,0.46377162477439804,0.5003334892954787,0.006110455398806223,0.5061987919461811,0.53677862393802,0.00297134304705727
date,2026-01-09,30,45344,0.0109070278010879,0.006593690332345664,-0.0017127597257497469,-0.059430696797658125,-0.011158142902898273,-0.000279430693251093,0.0002476417921759757,0.0014333290324986538,0.010754154270117049,0.4613279784628285,0.506415051165383,0.04516636836039948,0.5112226697253442,0.5469470618090342,0.020411766003927887
date,2026-01-09,60,45119,0.015598023911091198,0.00998674433796223,-0.002738623551692833,-0.08007645489814613,-0.02878593380549764,-0.00032394694762801927,0.00044283023714543617,0.0024146766040648135,0.015313919183778385,0.4772555974285081,0.5065525558106728,0.017436556171228614,0.49709511455190025,0.5441143870538683,0.16852139215251608
date,2026-01-09,120,44876,0.02225161586916708,0.014604588397769187,-0.006014062755198287,-0.10323850687330667,-0.04220410120947866,-0.0004003557478212938,0.0011795136757545887,0.005613707007376994,0.02126955957609934,0.4904259824792136,0.5029371793162831,0.005876350011712772,0.4992000366684881,0.5783419897015225,0.4206103296850271
date,2026-01-09,240,44894,0.03294308388524094,0.02280403907476945,-0.015122892431056608,-0.1650107499414979,-0.08541175739081493,-0.0008154664863694341,0.0024600302077222753,0.014307425944687174,0.02876010930444006,0.4921589592800499,0.520662606877043,0.03754725596669672,0.5220093309102036,0.7152499331729484,0.44268466541922835
date,2026-01-09,480,45151,0.043722176872435965,0.029313985036161252,-0.0144670881761516,-0.02400013991166821,0.05078834960598095,0.00035522431029826014,0.004378442356110123,0.01482231248644986,0.040921400841361914,0.5913309264878513,0.5612935533422623,0.12090767640969985,0.5705016583497362,0.6452413120999357,0.6212097720879753
date,2026-01-12,5,44904,0.004042851294461561,0.0023483968537581705,-0.0003639681778793626,-0.020077958052917146,0.010935972385318142,-0.00014576774764336542,4.333064146746358e-05,0.0002182004302359972,0.00402533131651193,0.4844986292821004,0.5000174610280852,0.0013973614921246645,0.5094373117566818,0.5155236588138276,0.0001560166714957541
date,2026-01-12,15,44787,0.007844429756990814,0.0043965210622324115,-0.0005545526092324459,0.025483845187430874,0.025636292477356357,-0.0002306061086952798,0.00016953382695518584,0.00032394650053716605,0.007827288260932519,0.46384129040906147,0.5003916531620636,0.008151903111667422,0.5247709825819002,0.5367172315185094,0.002301110341592011
date,2026-01-12,30,44661,0.011116181644084589,0.006374780427404047,-0.0009194295214239209,0.03755593467839315,0.03490340854175773,-0.0002935172628256155,0.0002568825306362429,0.0006259122585983054,0.011084765889021382,0.45002240143369177,0.5017650965259732,0.01427762208522859,0.537886724613446,0.5533602150537634,0.015344982078853047
date,2026-01-12,60,44435,0.015226736580801167,0.009397263836857309,-0.0015864171003590847,0.07278898118365357,0.04812341236039977,-0.0003435516925598597,0.00045389540528300166,0.001242865407799225,0.015170140624924678,0.4628787537706542,0.5192634230440077,0.051472190356753246,0.5512570552268544,0.582796812390257,0.1626896582774301
date,2026-01-12,120,44293,0.020663669475037377,0.013898218007048877,-0.0022065067512071876,0.1108590053834462,0.06921836247335318,-0.0004595034186465952,0.0011730265063562852,0.0017470033325605924,0.020642463214427344,0.5224881463084218,0.5434631193080286,0.08729086003622923,0.5592478224220744,0.593655452698126,0.39616166177466694
date,2026-01-12,240,44827,0.027258164677670237,0.01949139360984759,0.000482563551809466,0.18830495550876117,0.16503861786526794,-0.0009603111282323461,0.002428901124326584,-0.0014428746800418122,0.02760667069146356,0.5662524263180205,0.5623590425714691,0.1264796920651144,0.5793985290776176,0.4766515695767609,0.41371232234889893
date,2026-01-12,480,44902,0.04047236885666376,0.02808759579404681,0.0028545173782815827,0.19459351781045653,0.15349207103838158,0.00010462658552782583,0.004581762387003881,-0.002749890792753757,0.04101223357315645,0.5328953229398664,0.5505963798719714,0.10252020126160763,0.554244013457987,0.4244543429844098,0.6095100222717149
date,2026-01-13,5,45742,0.005374050854181946,0.003114076041818202,9.457459694493422e-05,0.011273690671587865,0.036421135103760445,-0.000147908601653725,4.462744931131025e-05,-0.00024248319859865924,0.005373536418844319,0.5761966251559388,0.49996885237817823,-0.0032901891247270583,0.4952442425704796,0.42375960254754763,8.754459302707317e-05
date,2026-01-13,15,45603,0.008928494613332527,0.005501303322544914,-1.4473540328051941e-05,0.016046849744183155,0.08126086794795513,-0.00024583309097112526,0.00018062680484261777,-0.00023135955064307334,0.008929554580436875,0.5881978721070528,0.5005132691644091,0.011445790601728229,0.5156657869125115,0.41195568717779973,0.0019523966216957332
date,2026-01-13,30,45468,0.01190106128147727,0.007720002612224541,-0.00019030037653371007,0.011879967458015773,0.08763403201109196,-0.0003094120302021889,0.00028195162225060614,-0.00011911165366847885,0.011899548964748005,0.5777083516676934,0.5075633005097551,0.042183729537558036,0.5268148392219637,0.42479978878817215,0.03247381853383789
date,2026-01-13,60,45257,0.015354337194754741,0.01002141887835755,-0.0004905952793647411,-0.0037552795013330955,0.07605786520764161,-0.00037450760578416296,0.0005146639846896093,0.0001160876735805782,0.015335932583739945,0.5737049151343706,0.5185009307385624,0.0489752278899776,0.5156140800911383,0.4164824964639321,0.16641619519094766
date,2026-01-13,120,45176,0.020337160499498404,0.01366846591096787,-0.0014818383564589464,-0.041196728745111266,0.020468737768745977,-0.00048191167823402056,0.0013952446459319808,0.0009999266782249258,0.020177659440089774,0.511467788355103,0.502783500464608,0.005605383694121218,0.4978437854806297,0.44533982731901706,0.42025680761567413
date,2026-01-13,240,45875,0.02740850595803614,0.01851308007835822,-0.0004436007003601737,-0.031810997976251365,0.003035586195854258,-0.0010854076565958925,0.0029214441717320665,-0.0006418069562357188,0.027155978179806993,0.501558719016372,0.48637808793595444,-0.027144237916637663,0.4764316406513458,0.40886398814065533,0.41919731420723333
date,2026-01-13,480,45107,0.04025213709922387,0.029615013122795523,0.008460272427617588,0.16536690396672227,0.17256025154745874,0.0002535778514242126,0.005139075074819327,-0.008206694576193375,0.039875087000133,0.487584800248304,0.5315476876467393,0.06145527430387435,0.5473053279608796,0.3351660532966789,0.6229548175409036
date,2026-01-14,5,46490,0.004960173721368283,0.003158201946998762,-0.00011594902477789459,-0.013568873943107225,0.00844274639443417,-0.00014949896622641197,4.665672398235431e-05,-3.354994144851739e-05,0.004957965787479924,0.5199741574243566,0.5000500180458503,0.0038079965488195602,0.4982253678343759,0.480068913535049,0.00017228383762248303
date,2026-01-14,15,46392,0.008940609696735491,0.005809196002643625,-0.00022198093306014413,0.03381504412799657,0.0357792862395672,-0.0002431281712869271,0.0001796744376361758,-2.114723822678296e-05,0.008942125174353452,0.5097908130256631,0.5000076395231895,0.0001981526899512223,0.5139409462065906,0.49018762130687943,0.0014880310545611387
date,2026-01-14,30,46276,0.012619827804872284,0.008397571424116491,0.0001411757883535059,0.05425032431349061,0.04332781504142544,-0.00031335143891005046,0.00028281625727434904,-0.00045452722726355637,0.012631220710349177,0.509879799377378,0.5022863960607784,0.016278763124297532,0.5212254874347689,0.4920875129712902,0.020127118644067795
date,2026-01-14,60,46087,0.017534547391895822,0.012264151678885846,0.0016062732539815858,0.1245901439751344,0.1095115244312518,-0.00039144395800079,0.000517673052385551,-0.0019977172119823756,0.01751776063604003,0.5614191168493002,0.5192047595875144,0.05384512638900363,0.5379401991693287,0.43981772811109904,0.14696755994358252
date,2026-01-14,120,45957,0.023168182907066882,0.01727682642356301,0.0057382510288363515,0.21358212526700557,0.1868527358925244,-0.0004935594753010062,0.00137368378563179,-0.006231810504137358,0.022699559690931626,0.5461449742127826,0.5232672666009454,0.04388307041499871,0.535649713486242,0.32030552956281416,0.42798076295345244
date,2026-01-14,240,46022,0.030205309012781466,0.022449607638314543,0.007734530529190523,0.2841719951639433,0.23488015829323497,-0.0009880113482121972,0.0027769281115204345,-0.00872254187740272,0.029865732963071535,0.5625244490807145,0.5494215456267422,0.09411652734632825,0.571977937175487,0.33804928934672057,0.4435389229364976
date,2026-01-14,480,46035,0.04610627470590636,0.03359473822875429,0.008385699506232448,0.29524811329375433,0.24818414534652394,0.00014177312804085593,0.004979887446540019,-0.008243926378191593,0.04655723086825339,0.5283395972279551,0.5606173790060014,0.12176424882459311,0.5878791746452635,0.38376311616084813,0.6247528839260499
date,2026-01-15,5,46724,0.004317985528789588,0.0027176106385930284,-6.536411548783275e-05,0.022452460778342176,0.035280576159801236,-0.00015017756226961347,4.831377376471795e-05,-8.481344678178072e-05,0.004318305340660188,0.5433425574361285,0.5000449663043146,0.001974820767412959,0.5070920148196595,0.45665744256387153,0.0005148336443786602
date,2026-01-15,15,46620,0.007329120802383622,0.0044801434112319806,-9.722204387233872e-05,0.024049620779970443,0.01623112932436346,-0.00026797527560046866,0.00018997874497947792,-0.00017075323172812993,0.007330583424100589,0.5472646433404215,0.5004184421005947,0.005049597623261763,0.49072966831169507,0.45249908714049447,0.006851816053439869
date,2026-01-15,30,46502,0.010245675226004327,0.0062954023568733974,-0.00011925808097435998,0.032140302657857986,0.023005500257579702,-0.0003566416678988994,0.00029544352174414365,-0.0002373835869245394,0.010250220307999243,0.5596788428008697,0.5020359946268672,0.012170893151722076,0.48952554795778874,0.43885743806100264,0.028370320941946317
date,2026-01-15,60,46297,0.014524055880464765,0.009080958835519152,-4.530139618265391e-05,0.036378594800582496,0.0444108829103417,-0.0004872698734607322,0.000550607289081392,-0.0004419684772780783,0.014533588802112826,0.564559697460832,0.5076500980667579,0.022117501341495455,0.49735311816843464,0.42180443003781737,0.13491085899513777
date,2026-01-15,120,46164,0.020790324968829724,0.013883826296461562,0.0002684712189930769,0.0666170287784996,0.0776712409269654,-0.0008218714386438311,0.0015441339590926539,-0.001090342657636908,0.020834285422219986,0.5339443974950703,0.5055771578625847,0.011605757820016053,0.5093806668702445,0.4119049166829184,0.33801382478493575
date,2026-01-15,240,46659,0.02938220772190481,0.02068533441435354,-0.0017792220403879929,0.0935232848842604,0.08093675565576378,-0.001719940396528185,0.003134094384592235,5.9281643859807955e-05,0.02945493286225468,0.5278039787343509,0.5103937833512102,0.021862928061698816,0.5133560859753225,0.4462570742582747,0.3369061910478477
date,2026-01-15,480,46270,0.045292012604345594,0.03118696062527731,-0.012489041681784928,0.1305908593953234,0.11459751288587998,-0.0011099520840353802,0.005673151081187782,0.011379089597749548,0.04391208445672615,0.5389903794184413,0.5468748575805271,0.09153569381799168,0.5777116762022193,0.6107880229164415,0.4748027240298346
date,2026-01-16,5,47361,0.004049089074293976,0.002507918714836948,2.9035685747096613e-06,0.021473980817914833,0.05187266723099768,-0.00014670602088490917,4.745328371113084e-05,-0.00014960958945961885,0.004049829098461322,0.5411189432907856,0.5002793609272881,0.009820865428182172,0.518974836736797,0.45909273724095595,0.0008043860206176838
date,2026-01-16,15,47261,0.00742429001869318,0.004467827019211146,4.660188290035727e-05,0.0427742551325098,0.047199737760169405,-0.00025604198815145523,0.00017712418750853723,-0.0003026438710518125,0.007429610777737812,0.5567796610169492,0.5003230747161961,0.0036992351752142163,0.5144672908491386,0.44266949152542373,0.0075847457627118645
date,2026-01-16,30,47141,0.010525158016839268,0.006607130118576068,-0.0001553691553767949,0.05140368621554408,0.05708990084365693,-0.0003359854775097139,0.0002763419011002103,-0.000180616322132919,0.01053459703071856,0.5461919018196488,0.5065251449243229,0.035801672093827196,0.5207607088351807,0.45737520436545853,0.03414230205745589
date,2026-01-16,60,46907,0.015148951735080882,0.009905472203768877,-0.0015144735110972374,0.05343971501228651,0.05452718203988303,-0.0004621026379542694,0.0005297655626418129,0.0010523708731429678,0.015092083573622081,0.5021651485739883,0.5109672825065594,0.03251209868082839,0.5283677517464552,0.511913650035197,0.13084750101324688
date,2026-01-16,120,46768,0.020965632285919668,0.01441957334567172,-0.005315522268669283,0.05525897824400009,0.0487141440853945,-0.0006842397056224954,0.0014837715955691362,0.004631282563046787,0.02030841265737415,0.47853797292384026,0.5123037530390334,0.025550694417307798,0.5392812619608144,0.6003806916611416,0.3342814979575251
date,2026-01-16,240,47304,0.029719322181584736,0.0212701698407583,-0.011448373481679923,0.13006658980346444,0.11910361905379473,-0.0014439307089728587,0.0030032630108440873,0.010004442772707062,0.02765426029093721,0.47934286197564274,0.55078583206258,0.09904454644709991,0.6054614375822986,0.6944984776725305,0.3360960757780785
date,2026-01-16,480,47568,0.0411901694909217,0.029373908478121297,-0.006514079114680006,0.19275828643325774,0.19369335396499393,-0.0006185880897342323,0.005404555848608477,0.005895491024945774,0.04136636719237046,0.5781506244480888,0.5811119360188755,0.15988081013111474,0.6146479709150225,0.5847525335351751,0.49627854169294816
date,2026-01-19,5,47786,0.0038982215491086512,0.0022460625103835506,-0.00044656258384932675,0.002390086072891127,0.034086056991256664,-0.0001472967027075173,4.821670298448566e-05,0.0002992658811418095,0.0038723740489522446,0.49236224768139664,0.5000078071050913,0.00026625755570413743,0.5178613238508103,0.5076587351546435,0.0008602962776448864
date,2026-01-19,15,47673,0.006871695471592196,0.004002146231728279,-0.0008948197015208528,0.034794527936658354,0.0842836921030329,-0.0002606676520770772,0.00017873374514251457,0.0006341520494437756,0.006817062463508192,0.4888328605946003,0.5016461021104938,0.01968349032574208,0.5425914680363553,0.5129950625065658,0.007038554470007354
date,2026-01-19,30,47546,0.009579878918253772,0.005732764741042296,-0.0012059870183970028,0.06595892762968755,0.11291023655280322,-0.0003415351942128499,0.00028304420604764047,0.0008644518241841528,0.009518138220603843,0.487607134584202,0.5090718165529453,0.04480687984707909,0.5629807465561163,0.5234485227535958,0.04272748331122202
date,2026-01-19,60,47358,0.013623092736198944,0.00848194161173588,-0.0007984588777717482,0.10867142672937606,0.1405206862972487,-0.00047271292959888585,0.0005491395746408687,0.00032574594817286233,0.013648388966851856,0.5139493595975821,0.5155568498701331,0.044659212277665554,0.5707014793390937,0.502240351692945,0.14131123980217272
date,2026-01-19,120,47313,0.019194004375059852,0.012886847905885407,0.0010805577334103093,0.11558039041744785,0.12997270076427614,-0.0006948862949990025,0.0015675960259226738,-0.0017754440284093117,0.019281384119959555,0.528184201623816,0.5213174425961734,0.04515648445611362,0.5640333626620995,0.47919485791610283,0.334087449255751
date,2026-01-19,240,48178,0.027193177606817852,0.019679939217631746,0.003870797184486491,0.14258667729834476,0.14965691465612566,-0.0014355531727110965,0.0031272731534652313,-0.005306350357197587,0.02718361183264484,0.549646052604264,0.5235466612713243,0.049215973266770484,0.5660616697935015,0.418882730273401,0.3353054742479915
date,2026-01-19,480,47490,0.03599539454287276,0.02497140492025786,-0.0014468200796031413,0.06459193178354605,0.05962282174998502,-0.0006335097311911204,0.005611703894758982,0.0008133103484120206,0.03589014035606989,0.5214827295703454,0.5212831504547699,0.0426799277552551,0.5313510656249517,0.4972620050547599,0.46343723673125525
date,2026-01-20,5,48276,0.00425200906544933,0.0027018223394462484,3.278930049638545e-05,0.0271462108454039,0.04944272062099956,-0.00015280803555305696,4.467296990197494e-05,-0.00018559733604944242,0.004252860823570286,0.5423317212893585,0.5001380707346901,0.006929229736154606,0.514537829643955,0.45777205836567797,0.0003943626891384213
date,2026-01-20,15,48206,0.007690524649634853,0.004972370080506346,0.0004388919869187273,0.010983671635264057,0.030447485749562905,-0.0002643544980187498,0.00017995656031552106,-0.000703246484937477,0.007677858471455502,0.5647659786535986,0.5011638003540729,0.012225125080942784,0.5081618498935806,0.43521325636446695,0.008991237177623656
date,2026-01-20,30,48122,0.010701188426059235,0.00671209434700854,0.0007328301090616011,0.006617268393266376,0.033391374906738616,-0.0003420355668671056,0.00029569413919344463,-0.0010748656759287068,0.010673927572278103,0.5834944794460732,0.5042272786814127,0.01723814939908263,0.49920213443467076,0.40935271245295574,0.06200486557295241
date,2026-01-20,60,47936,0.014601390598856817,0.009380355065237036,5.14346140257555e-05,-0.018601854422758208,0.013294804208248988,-0.0004479156936473113,0.0005884905304580626,-0.0004993503076730668,0.014578493023206034,0.5512304063784934,0.49903076652960804,-0.0025274366569336786,0.4880270473715359,0.420133163574127,0.1733631107678821
date,2026-01-20,120,47766,0.01972155948746913,0.013398060367636973,-0.0019762710958061143,-0.03664814430053342,-0.026295041476952174,-0.0005874457654326905,0.0017014402120171432,0.0013888253303734237,0.0194861299818168,0.4934442024128686,0.4862208302357155,-0.02890202787739117,0.4778936930174503,0.47639493967828417,0.3476457774798928
date,2026-01-20,240,48078,0.02772205782621127,0.018872917131938043,-0.0071186438738869645,-0.04938779708949742,-0.043175571313795444,-0.00121796718016243,0.003321663274473633,0.005900676693724534,0.026422241288321123,0.46745869918022553,0.48666392242666257,-0.027657230388828526,0.4842025215635224,0.5661853439307561,0.35314801714452165
date,2026-01-20,480,48223,0.041777183007376484,0.02828450427576772,-0.017204704444184673,-0.03887192031813231,-0.02690070637818816,-0.0003374457193853713,0.006017405013645584,0.016867258724799303,0.03735833466099805,0.49749056368990835,0.5078585823196771,0.014267219384347954,0.5229631497567332,0.7106474760462897,0.4787009000788087
date,2026-01-21,5,48493,0.0040546383729787635,0.0023633516468190303,-0.00043318008740780194,-0.012382158435082962,0.02803466253990994,-0.00014677560173149393,4.5137552239165074e-05,0.000286404485676308,0.004030620860150488,0.5002482313516197,0.5000005340297656,1.6291450392383874e-05,0.5159167374816667,0.4997517686483803,0.0010756691903520748
date,2026-01-21,15,48398,0.007138535816177954,0.004081197596663526,-0.0012164921993777257,-0.00017228599882061288,0.03891418557764772,-0.0002489821455677313,0.0001738008531852115,0.0009675100538099945,0.007031942297108608,0.4821724366407156,0.4998755684365623,-0.001169842746751436,0.5203886003701842,0.5181174424382972,0.0114295179725029
date,2026-01-21,30,48260,0.010001436917476455,0.005904115141608228,-0.0020758993919294394,0.0012898041009960488,0.03630118432914036,-0.00031455757501614,0.0002841042217467187,0.0017613418169132994,0.009779868831770802,0.46251996929396877,0.5007805544586127,0.0034381300133274435,0.5235996943366305,0.5428950808108052,0.054088259092512296
date,2026-01-21,60,48015,0.013668864923334195,0.008438561384602541,-0.0033543187326029976,0.021094770756004376,0.042034772159540615,-0.00041574568136906113,0.0005701163726299055,0.0029385730512339362,0.013250664096319758,0.4501011111806033,0.506006755701464,0.01618396949585734,0.5387193542474175,0.5818583609564909,0.15950549336001835
