dimension,group,horizon,rows,rmse,mae,bias,pearson,rank_ic,prediction_mean,prediction_std,target_mean,target_std,accuracy,balanced_accuracy,mcc,auc,target_up_rate,prediction_up_rate
date,2026-01-06,120,45475,0.01814690511245631,0.011904548428925977,-0.0031036436898084817,-0.04853412187709523,0.011481385098417708,-0.0004045024516803088,0.0012605223350429322,0.002699141238128173,0.017773966376948187,0.5099087209941714,0.5121490856653139,0.024400879512507245,0.5119304767501874,0.5218519740459694,0.44926866820631256
date,2026-01-06,240,46075,0.025277337884736586,0.01736353607805121,-0.0050981949017380014,-0.028528210827248816,0.017329141734404824,-0.0008373987628563903,0.0026194669854556177,0.004260796138881611,0.024544292321535092,0.5033755182668722,0.5044432367914281,0.008896665113010294,0.514482485141202,0.5178110143920811,0.4701847309353767
date,2026-01-06,480,45563,0.03735195993430359,0.024317035088855188,-0.011502439140539887,-0.055894659086135765,-0.016043553940792106,0.00017545575390682307,0.004651110011678632,0.011677894894446709,0.03497208089605535,0.5341879403823782,0.5055143971155555,0.011054443854978458,0.5160029581167991,0.6181267423228044,0.6226705006914415
date,2026-01-07,5,45673,0.00412599073152194,0.0024189007386928025,-0.00022569643715898986,-0.004384749680024814,0.004487581200943497,-0.0001458309509317903,4.355176889808295e-05,7.986548622719958e-05,0.004119392014653087,0.5185916419874959,0.5000261382575034,0.000986199267157664,0.4952555236344977,0.4814083580125041,0.0007019853021827356
date,2026-01-07,15,45580,0.007157774389382276,0.004320239600985176,-0.0002841706093184866,-0.007716408749389084,0.01550689487398446,-0.00023847177570926134,0.00017118999450351248,4.5698833609225236e-05,0.007148761335585996,0.5446457990115321,0.49992123088301343,-0.001728251471666257,0.5012608039733312,0.45509060955518943,0.0020647995606809444
date,2026-01-07,30,45465,0.009916887641473271,0.0062257600357222215,-0.0004062566651358408,-0.007362348589608937,0.027263688623158693,-0.0003064848978266904,0.00026389662875929914,9.977176730915039e-05,0.009903105226090949,0.5534425074837119,0.5005559698403282,0.004961219280780844,0.5053651119497132,0.4457430885719317,0.012568233843986617
date,2026-01-07,60,45287,0.01317769814758119,0.008485723906534603,-0.0010207147163857927,-0.024490076825234294,0.014868099311718248,-0.00038783537170399555,0.0004882844857962999,0.0006328793446817972,0.01311707806222602,0.5339091632057966,0.5036217465929017,0.011181619621526214,0.49827730241707413,0.4603030838561456,0.11822921268887514
date,2026-01-07,120,45145,0.018055545661749325,0.011883710764212149,-0.002916121859319089,-0.052389524652204436,0.008424481017512874,-0.0005965794277186242,0.0013306703691298234,0.002319542431600465,0.01769916800183895,0.49988922858788604,0.501503920303392,0.003097887566600001,0.5012352402057116,0.5067349018565289,0.3801453320926935
date,2026-01-07,240,45374,0.025555687219320732,0.0168800415007973,-0.007478960052494104,-0.06598400492391975,0.003581693853360064,-0.0012206002024305164,0.0027272273984378145,0.006258359850063588,0.02410487561729115,0.49902993959169273,0.518832268238773,0.0376615007575296,0.5260167754677616,0.5977776797918779,0.4024207416552758
date,2026-01-07,480,45326,0.04208747088073726,0.027046799381595137,-0.016981582327957444,-0.11847796008745894,-0.05373435146017515,-0.0005186621034457681,0.0048727824972951755,0.016462920224511676,0.03762700641472841,0.5482447430550959,0.522902667799314,0.04250379533783286,0.5267034181747781,0.6983076278105073,0.5729794135169127
date,2026-01-08,5,45544,0.003918624110111956,0.0023170228533397003,-0.0003584141764841357,0.00474688378445144,0.06041758204095912,-0.00014308164148336123,4.396516388732775e-05,0.00021533253500077447,0.003902159658564044,0.4964036689175813,0.500166683543269,0.004752072256033906,0.5308215191310997,0.5037722983525065,0.0012317708906143458
date,2026-01-08,15,45441,0.006988369493201934,0.0041159969375811995,-0.0009090783075770341,-0.014711654499894328,0.0721187661960508,-0.00022912157962634423,0.00016657952430237843,0.0006799567279506898,0.006924535846870898,0.48030940784979176,0.500498111226272,0.007385689568606774,0.5428487161722436,0.5203737576305176,0.004561782400775724
date,2026-01-08,30,45307,0.00967779272314691,0.005796786576255327,-0.0015006063136921962,-0.03429971784758819,0.08129004408462062,-0.000291468028453533,0.00025149925969044187,0.0012091382852386634,0.009548814476401019,0.4865939308273334,0.5036148630137365,0.0234121521050708,0.5486339100156796,0.5178894827510049,0.02440478819735854
date,2026-01-08,60,45096,0.013503032223094031,0.008339897400561748,-0.0029672906152224446,-0.055753663111825016,0.06901777174519763,-0.0003495711637629315,0.000456225794741037,0.002617719451459513,0.013139652827037515,0.4823746034563081,0.5204118218401798,0.05652707814377574,0.5562041028377315,0.5542959824300641,0.15194001375424274
date,2026-01-08,120,44944,0.018467708433769922,0.012137908764615889,-0.00501821646931085,-0.09815687972658234,-0.00779012346951937,-0.0004749533474887568,0.001240211844893286,0.004543263121822093,0.017608195648772078,0.49896512585404934,0.518041766815561,0.03611876969345623,0.52544564442731,0.5947744419468988,0.40277746867558367
date,2026-01-08,240,45505,0.02618429057303226,0.017236023622574623,-0.009346187718651783,-0.12782744555726722,-0.05013272345617955,-0.0009860132373138257,0.002591083407166128,0.008360174481337957,0.023992888324345492,0.4901965094298149,0.5115573808691309,0.022574714836132638,0.5112651366547019,0.6317316569217919,0.42196773200861654
date,2026-01-08,480,44369,0.04785407808791524,0.032422758374911445,-0.0233241336812689,-0.16952337981299703,-0.1009468611634566,4.1524086807705004e-05,0.004590787933185985,0.023365657768076604,0.040761228237277444,0.5520319156129556,0.5091450164953286,0.015810941146604297,0.5117666080183289,0.7622557306105889,0.586562084432123
date,2026-01-09,5,45597,0.004044703739541595,0.0023891817401048335,-0.0003900266769540041,-0.02187928522455801,0.012810174070567525,-0.0001435217311497899,4.268515665348004e-05,0.00024650494580421423,0.0040246947732304585,0.4904951321890864,0.5000596415717212,0.003284849542357867,0.5078948155899454,0.5095707975298333,0.00032964859459815835
date,2026-01-09,15,45488,0.007622625320979536,0.004404467834627933,-0.0010674296655740411,-0.05502797414977521,-0.01174363771173047,-0.00022335772194902415,0.00016392989930021835,0.0008440719436250169,0.007536721052677223,0.4638376546198882,0.5003787169668302,0.006628340274080477,0.5061550819949977,0.53677862393802,0.0032574723775146367
date,2026-01-09,30,45344,0.01090744900590542,0.006593965865234269,-0.001714993185789333,-0.059693962630074336,-0.011307322499950591,-0.0002816641532906791,0.00024771506142828425,0.0014333290324986538,0.010754154270117049,0.46194584813646095,0.5069255365503008,0.04742554169074473,0.5111453285165093,0.5469470618090342,0.02160337180307611
date,2026-01-09,60,45119,0.015598895644035648,0.009987284643355989,-0.002743196025907452,-0.08035891084013709,-0.02901830460986081,-0.000328519421842638,0.0004423219173352689,0.0024146766040648135,0.015313919183778385,0.4768787408556861,0.5066438601462246,0.01790720197120965,0.4969606487971675,0.5441143870538683,0.1632232320993128
date,2026-01-09,120,44876,0.022253111165369897,0.014605641981966034,-0.006018347708573255,-0.10332867897478089,-0.04197320932107486,-0.00040464070119626143,0.0011810626497699111,0.005613707007376994,0.02126955957609934,0.4903368181716859,0.5035905267665903,0.007194681158762077,0.4993063968825509,0.5783419897015225,0.41597378569358684
date,2026-01-09,240,44894,0.032947785807573,0.02281059101723969,-0.015136663859814941,-0.16447185616024365,-0.08521433445339359,-0.0008292379151277667,0.0024578985841088342,0.014307425944687174,0.02876010930444006,0.4896640826873385,0.5209667442837959,0.03815958528318712,0.5217638292405421,0.7152499331729484,0.4363138198342689
date,2026-01-09,480,45151,0.04373837034328401,0.029326976710475284,-0.014505933878526344,-0.024200716063163343,0.05071271796941696,0.00031637860792351673,0.004398793666918271,0.01482231248644986,0.040921400841361914,0.5898691000908104,0.5616926180854578,0.12131259726767585,0.5702207604389442,0.6452413120999357,0.6149194888037387
date,2026-01-12,5,44904,0.0040428685838805965,0.002348431461187278,-0.00036431515267348625,-0.01998959583926214,0.010901441547312173,-0.00014611472243748907,4.299870489401523e-05,0.0002182004302359972,0.00402533131651193,0.48447634118617244,0.4999958440803982,-0.00035923169854322484,0.5094329151736334,0.5155236588138276,0.00013372857556778923
date,2026-01-12,15,44787,0.007844448979392918,0.004396656607612729,-0.0005557937522832675,0.02588502070483127,0.025772182742510166,-0.0002318472517461015,0.00016971282348196665,0.00032394650053716605,0.007827288260932519,0.4638636312861643,0.5003992697999786,0.007970346492034978,0.5247786223035777,0.5367172315185094,0.0025021782355175264
date,2026-01-12,30,44661,0.011116320846648292,0.006375059701161414,-0.0009217184501921282,0.03775792299325041,0.03467220470854407,-0.0002958061915938229,0.0002567870430305448,0.0006259122585983054,0.011084765889021382,0.45022401433691756,0.5018311928503744,0.014241200947188523,0.5377051165714354,0.5533602150537634,0.016621863799283154
date,2026-01-12,60,44435,0.015227121855433916,0.009398094828412983,-0.0015910783566223925,0.07308567554905611,0.0479751870578815,-0.0003482129488231674,0.0004531262997928133,0.001242865407799225,0.015170140624924678,0.4609877988384134,0.5180780562081428,0.048850644991512114,0.5511051348999627,0.582796812390257,0.1582324073657197
date,2026-01-12,120,44293,0.020664133401147453,0.013899070758406873,-0.002210655459687921,0.11078338023005034,0.06918691751702101,-0.00046365212712732884,0.0011742908400953155,0.0017470033325605924,0.020642463214427344,0.5210882817791826,0.5428889481301309,0.08631073478324755,0.5590850925109179,0.593655452698126,0.3916459697448634
date,2026-01-12,240,44827,0.027259809809308044,0.019492029741205966,0.0004698117235158449,0.18760999634735903,0.16494062354432393,-0.0009730629565259673,0.0024273319082224317,-0.0014428746800418122,0.02760667069146356,0.5652930545949444,0.5611563804515343,0.12427527291945463,0.5793657954058351,0.4766515695767609,0.4085584882086522
date,2026-01-12,480,44902,0.040476464208523584,0.028084170651913362,0.0028202467811502727,0.19289478368988638,0.15308072317257065,7.035598839651585e-05,0.0045986890791924395,-0.002749890792753757,0.04101223357315645,0.5330289532293987,0.5496931415819288,0.10038934000622257,0.5542501464923116,0.4244543429844098,0.6027839643652562
date,2026-01-13,5,45742,0.005374041045563064,0.003114026560421376,9.415592585561e-05,0.011354084513594218,0.03661547281348592,-0.00014832727274304922,4.4260763358573794e-05,-0.00024248319859865924,0.005373536418844319,0.5762185113041955,0.49998784284496395,-0.0014828340156316966,0.4953195384668059,0.42375960254754763,6.565844477030487e-05
date,2026-01-13,15,45603,0.008928448189341931,0.0055010421120977515,-1.5786663729512663e-05,0.016322433068282113,0.08153091467192695,-0.000247146214372586,0.0001809160743863767,-0.00023135955064307334,0.008929554580436875,0.5883294943512121,0.5006730220798998,0.014527529787658096,0.5159235096175177,0.41195568717779973,0.002084018865854996
date,2026-01-13,30,45468,0.01190098581932348,0.007719584677986063,-0.00019218219755212548,0.01228139719176137,0.08760938640579059,-0.00031129385122060434,0.00028260448176127377,-0.00011911165366847885,0.011899548964748005,0.5781703775411423,0.5083508781121796,0.0452227716579801,0.5270026872569358,0.42479978878817215,0.03451993311625451
date,2026-01-13,60,45257,0.015354524747414788,0.010020769132960157,-0.0004950942885850398,-0.003753178983300812,0.0755385119317307,-0.0003790066150044617,0.0005158494110293236,0.0001160876735805782,0.015335932583739945,0.5737712164073551,0.5178969779266924,0.047831188049788836,0.5154782253522149,0.4164824964639321,0.16250442008486563
date,2026-01-13,120,45176,0.020338253529895736,0.013669469069216157,-0.0014848359187280484,-0.041193126249741134,0.019985661635900983,-0.0004849092405031224,0.0014032631529040532,0.0009999266782249258,0.020177659440089774,0.5120433916316139,0.5028761716410588,0.005800649946137185,0.49767035912708923,0.44533982731901706,0.41582909010405134
date,2026-01-13,240,45875,0.027407684039507177,0.018511413527568344,-0.0004542793938638734,-0.03107204236362008,0.0032324604281769287,-0.0010960863500995921,0.002929748832000933,-0.0006418069562357188,0.027155978179806993,0.503520742953064,0.48744576604816675,-0.02506049211198502,0.47674057631442845,0.40886398814065533,0.4140960519718341
date,2026-01-13,480,45107,0.04025330563707057,0.029607463664126425,0.008428628872930185,0.16356326767170595,0.17142040611657852,0.00022193429673680957,0.005179695332797771,-0.008206694576193375,0.039875087000133,0.489247550215049,0.5318141985373768,0.06183711236397887,0.5471064434505116,0.3351660532966789,0.6186316676273667
date,2026-01-14,5,46490,0.004960141013956377,0.0031581752711527006,-0.00011636009508906462,-0.012882168039635456,0.009120094308718435,-0.00014991003653758202,4.61931358798161e-05,-3.354994144851739e-05,0.004957965787479924,0.5199956929040594,0.5000707279824779,0.005756418922444921,0.4985952741329309,0.480068913535049,0.00015074835791967266
date,2026-01-14,15,46392,0.00894060805640728,0.005809169161308041,-0.0002233475018256247,0.03402509637359115,0.03609313555734401,-0.00024449474005240764,0.0001795257618051479,-2.114723822678296e-05,0.008942125174353452,0.5098339443605779,0.5000490939395225,0.001311930142265788,0.5141139269717414,0.49018762130687943,0.0014017683847315074
date,2026-01-14,30,46276,0.012619819047225797,0.00839757800073911,0.00013875924897609876,0.05423458751964915,0.04347383855127595,-0.0003157679782874576,0.00028239011227656726,-0.00045452722726355637,0.012631220710349177,0.5100095122794881,0.50242093229583,0.017111126566543233,0.5212938541545532,0.4920875129712902,0.020429782082324457
date,2026-01-14,60,46087,0.017534445826521947,0.012263689963193804,0.001601145337424136,0.1240842769591621,0.10920915888075076,-0.0003965718745582399,0.0005165530553544402,-0.0019977172119823756,0.01751776063604003,0.5618313985027666,0.5189420033734985,0.05396950907808304,0.5379110905638652,0.43981772811109904,0.14139090810458935
date,2026-01-14,120,45957,0.023169095344499863,0.017276364353044457,0.005732164909646448,0.2116828736394653,0.18535992040769744,-0.0004996455944909094,0.0013746098829084865,-0.006231810504137358,0.022699559690931626,0.5472765651861685,0.5228244261020879,0.043102989776894765,0.5348359916089254,0.32030552956281416,0.4237590581681283
date,2026-01-14,240,46022,0.030206266386064412,0.02244722443031282,0.007716332502412099,0.28234330356539816,0.23354101505918207,-0.0010062093749906216,0.0027737739351032724,-0.00872254187740272,0.029865732963071535,0.5637849350197766,0.5488951665680312,0.09323361096430877,0.5712810077812047,0.33804928934672057,0.43819272395357933
date,2026-01-14,480,46035,0.04610307363028197,0.033584925847579924,0.008342916345162517,0.29386138253051614,0.24758656579169636,9.898996697092394e-05,0.004992681592730945,-0.008243926378191593,0.04655723086825339,0.5291868523386414,0.5605573742630972,0.1213966732644407,0.5877659564171288,0.38376311616084813,0.6208642002129
date,2026-01-15,5,46724,0.004317981703027354,0.0027175926424268925,-6.561469779031574e-05,0.022706852954739096,0.035722625226947614,-0.00015042814457209646,4.79104202114396e-05,-8.481344678178072e-05,0.004318305340660188,0.5433425574361285,0.5000449663043146,0.001974820767412959,0.507312488062954,0.45665744256387153,0.0005148336443786602
date,2026-01-15,15,46620,0.0073291240837922884,0.0044800845102022716,-9.834618188763893e-05,0.024112735210369586,0.016325532369511966,-0.0002690994136157688,0.00019013096180057004,-0.00017075323172812993,0.007330583424100589,0.5471572481044741,0.5002956548260167,0.003607377104693749,0.49085094161367465,0.45249908714049447,0.006701462723113603
date,2026-01-15,30,46502,0.01024571229897882,0.006295232116970271,-0.00012188457889180397,0.03212126493605993,0.02312411698242127,-0.0003592681658163434,0.00029528107661595614,-0.0002373835869245394,0.010250220307999243,0.5599156208967432,0.5022630062671624,0.013552919824687268,0.48963624518963283,0.43885743806100264,0.028262694534731042
date,2026-01-15,60,46297,0.014523972164928659,0.009080263921775692,-4.9958865196291806e-05,0.03655582540067761,0.04460240607951789,-0.0004919273424743701,0.0005495718231772394,-0.0004419684772780783,0.014533588802112826,0.5656401944894651,0.508078675077764,0.023674199747026458,0.49754447370763344,0.42180443003781737,0.13067531064289573
date,2026-01-15,120,46164,0.020790546975474767,0.013882602991440153,0.00025978286079230133,0.06641812119537324,0.0778450338045023,-0.0008305597968446067,0.0015472919644393187,-0.001090342657636908,0.020834285422219986,0.534356107391276,0.5055174171269685,0.011503841344619688,0.5095423024806968,0.4119049166829184,0.33534854493055105
date,2026-01-15,240,46659,0.02938326656485538,0.020683102211000712,-0.0017987596123833348,0.09355723917129549,0.08129123875695149,-0.001739477968523527,0.003132222920956234,5.9281643859807955e-05,0.02945493286225468,0.5282755959526668,0.5105585426180971,0.022256628909008428,0.5136091851832363,0.4462570742582747,0.33403361344537813
date,2026-01-15,480,46270,0.04530619414544775,0.03120023744527804,-0.012539294052233144,0.13053332912185725,0.11487284847059169,-0.0011602044544835972,0.0056885485557895184,0.011379089597749548,0.04391208445672615,0.5381256080423737,0.5468520626004496,0.0915290363457947,0.577673653766501,0.6107880229164415,0.47099772997513784
date,2026-01-16,5,47361,0.004049075280494917,0.002507896622887294,2.6418327518630132e-06,0.021845720417442607,0.052397015321381704,-0.00014696775670775583,4.705747807082932e-05,-0.00014960958945961885,0.004049829098461322,0.5411612793971339,0.5003219823249304,0.011319210292194425,0.5192229441377894,0.45909273724095595,0.0008043860206176838
date,2026-01-16,15,47261,0.007424268275558841,0.00446773467840948,4.578803827653816e-05,0.04289446386130176,0.0474136309031317,-0.0002568558327752743,0.00017688168862226884,-0.0003026438710518125,0.007429610777737812,0.5569703389830508,0.5005089080847466,0.005851426455335123,0.5146517915212943,0.44266949152542373,0.007521186440677966
date,2026-01-16,30,47141,0.010525125854585168,0.006607006345615318,-0.00015745761740738198,0.05170241273703487,0.05719561423314699,-0.00033807393954030096,0.00027558097752947353,-0.000180616322132919,0.01053459703071856,0.5461706690447374,0.5064982867013208,0.035686437911537236,0.5208684360041579,0.45737520436545853,0.03407860373272183
date,2026-01-16,60,46907,0.015149130317906946,0.009905565299072704,-0.0015178215622384645,0.053822583506994474,0.054729568089533595,-0.0004654506890954966,0.0005273325595157759,0.0010523708731429678,0.015092083573622081,0.5023571321913863,0.5112382021520893,0.033680298345448854,0.5284990980065757,0.511913650035197,0.12754111649139274
date,2026-01-16,120,46768,0.020966652577028705,0.014420615196802563,-0.005319954774821047,0.0553207219939291,0.04859694712216896,-0.0006886722117742602,0.0014828856417696795,0.004631282563046787,0.02030841265737415,0.4782813268601493,0.5125195252728696,0.026043928289413754,0.539190836392798,0.6003806916611416,0.3319716833843061
date,2026-01-16,240,47304,0.029724403116829768,0.02127701866781114,-0.01145997736663669,0.1299121248524025,0.11874761898038817,-0.0014555345939296267,0.002994382684692355,0.010004442772707062,0.02765426029093721,0.4777993910690122,0.5501204142246716,0.09792937215593364,0.6051023325747952,0.6944984776725305,0.3335800067658999
date,2026-01-16,480,47568,0.041204004483737934,0.029389669127996287,-0.006548332952851599,0.19116017521459655,0.1923092762375604,-0.0006528419279058253,0.005408971227732899,0.005895491024945774,0.04136636719237046,0.5760691308187208,0.5797504291927535,0.15721391446719804,0.6138145468580177,0.5847525335351751,0.49180017661158065
date,2026-01-19,5,47786,0.003898237238956038,0.002246091126202515,-0.00044674295585058697,0.0024099423179494285,0.034066839249386284,-0.00014747707470877755,4.781099100252996e-05,0.0002992658811418095,0.0038723740489522446,0.4923412648453565,0.4999871408241952,-0.00044399943926544806,0.5178213511908978,0.5076587351546435,0.0008393134416047674
date,2026-01-19,15,47673,0.006871835022470469,0.004002266404732785,-0.0008955937467183656,0.034586832122600254,0.08409730141149534,-0.00026144169727458996,0.0001785069143522265,0.0006341520494437756,0.006817062463508192,0.4889799348671079,0.5017949151093571,0.021559010829894792,0.5425249060293594,0.5129950625065658,0.006975522638932661
date,2026-01-19,30,47546,0.009580196340110675,0.00573307365872656,-0.0012078763370030115,0.06575201548887129,0.11261565783799639,-0.0003434245128188587,0.0002824519323813323,0.0008644518241841528,0.009518138220603843,0.48758607618927285,0.5090299269221628,0.04438120701351572,0.5627964684464425,0.5234485227535958,0.04316970960473393
date,2026-01-19,60,47358,0.013623767616785964,0.008482538240822863,-0.0008014825495872225,0.10802676819645875,0.1401159556194788,-0.00047573660141436014,0.0005470412205168565,0.00032574594817286233,0.013648388966851856,0.5136957348776261,0.515315342084339,0.044323140503340935,0.5705134485580885,0.502240351692945,0.13860590945597498
date,2026-01-19,120,47313,0.019195988347692372,0.012888609987697324,0.0010764768485800062,0.1141758115458632,0.1288574386174676,-0.0006989671798293055,0.001567549228864908,-0.0017754440284093117,0.019281384119959555,0.528184201623816,0.5212874780446248,0.04511725777176245,0.5635744158245162,0.47919485791610283,0.33336857239512857
date,2026-01-19,240,48178,0.02719571143328459,0.019681363013234372,0.0038582512979070524,0.14127139504532044,0.1486134518099052,-0.0014480990592905352,0.0031194936736734223,-0.005306350357197587,0.02718361183264484,0.5488571962384007,0.5224943560132843,0.04706729290735866,0.5656143860172455,0.418882730273401,0.33385231778455915
date,2026-01-19,480,47490,0.03600496887485979,0.024978539997026716,-0.0014829425178505512,0.06325890070733381,0.05854192843925099,-0.0006696321694385303,0.005618665028732864,0.0008133103484120206,0.03589014035606989,0.5211246840775063,0.5209056024381679,0.04194584387428085,0.5308105841911228,0.4972620050547599,0.45987784330244313
date,2026-01-20,5,48276,0.004252003953816799,0.0027018078167211352,3.259861139282787e-05,0.027339425404811924,0.049833814323954395,-0.00015299872465661456,4.437736823925479e-05,-0.00018559733604944242,0.004252860823570286,0.5422902094273439,0.5000927295422167,0.004919769578246309,0.5146982169095294,0.45777205836567797,0.0003528508271238506
date,2026-01-20,15,48206,0.007690494839161739,0.004972322704195674,0.00043802374101138144,0.01089093128405475,0.030203931776708708,-0.00026522274392609565,0.0001801980526091159,-0.000703246484937477,0.007677858471455502,0.564516798870385,0.5009760424359208,0.00998248350592409,0.508081404517639,0.43521325636446695,0.009489596744050833
date,2026-01-20,30,48122,0.010701083584099921,0.006711838314981393,0.000730817144279145,0.0065236343050892355,0.03312436714511552,-0.00034404853164956173,0.0002959402991362336,-0.0010748656759287068,0.010673927572278103,0.5834944794460732,0.5043831897878844,0.017763120268198953,0.4991569615206704,0.40935271245295574,0.06283658744515834
date,2026-01-20,60,47936,0.014601326389435816,0.009379966640705091,4.820711254701503e-05,-0.018507733925481832,0.012992744302329516,-0.0004511431951260518,0.000588526345163872,-0.0004993503076730668,0.014578493023206034,0.5518774394189225,0.4993081384482656,-0.0018139565599077571,0.48793307069767144,0.420133163574127,0.17100457097535013
date,2026-01-20,120,47766,0.01972237112387317,0.013398284952934412,-0.0019817029225796495,-0.03650811731375002,-0.026650393301310363,-0.000592877592206226,0.0017055398045983355,0.0013888253303734237,0.0194861299818168,0.4933394772117963,0.48601974151509475,-0.029364187548520167,0.47775161918765163,0.47639493967828417,0.3456141085790885
date,2026-01-20,240,48078,0.027726627517699998,0.01887582003118899,-0.00713497956808879,-0.04962487379542885,-0.04344847305796211,-0.001234302874364256,0.003319388323888123,0.005900676693724534,0.026422241288321123,0.4675211185551995,0.4870890787002913,-0.026822258009866456,0.4840943250103724,0.5661853439307561,0.35046398402064
date,2026-01-20,480,48223,0.04180049245573654,0.028307467756814274,-0.01724980821206475,-0.03922542149883823,-0.027238724584250504,-0.0003825494872654469,0.006033103708064754,0.016867258724799303,0.03735833466099805,0.49522999709652,0.5078614918792372,0.014279875833063995,0.5226802541801272,0.7106474760462897,0.47332946202662907
date,2026-01-21,5,48493,0.004054698758754756,0.0023634099228745154,-0.00043352843063269457,-0.013071628925607752,0.02743749370391142,-0.00014712394495638658,4.481451520663552e-05,0.000286404485676308,0.004030620860150488,0.500268917297588,0.500021189171423,0.00066588372829623,0.5156169910244505,0.4997517686483803,0.0010136113524471474
date,2026-01-21,15,48398,0.007138776434266681,0.004081374383983575,-0.0012175120120643563,-0.0005193570250208128,0.03851230478312848,-0.0002500019582543617,0.00017409589815479962,0.0009675100538099945,0.007031942297108608,0.48221384793771743,0.4999005066071822,-0.0009174974057500536,0.5201705532186546,0.5181174424382972,0.011885042239522942
date,2026-01-21,30,48260,0.010002032713442608,0.005904590602898828,-0.0020781084170703786,0.0008637498644971813,0.035721944985216504,-0.00031676660015707926,0.00028478193825932013,0.0017613418169132994,0.009779868831770802,0.46251996929396877,0.5006765539031613,0.002949305902236654,0.5232172534665683,0.5428950808108052,0.05529160356023984
date,2026-01-21,60,48015,0.013669966705588794,0.008439656668086321,-0.0033576665796612006,0.020652010083394085,0.04157729822085738,-0.0004190935284272641,0.0005717329715542936,0.0029385730512339362,0.013250664096319758,0.44905872787541434,0.5053845742428775,0.014607358526114386,0.5384232999369926,0.5818583609564909,0.15683699209873456
